script|job.bayou-shrimp-tastrophe.argue.light.completeDecompOxygen:3, , , "They could overpower the system... Sometimes models speak louder than words.", "Podrían sobrecargar el sistema... A veces los modelos hablan más que las palabras."
script|job.bayou-shrimp-tastrophe.argue.shared.showModel:0, bayouSci, , "{@bayouSci}    Can I see the model that brings this all together?", "{@bayouSci}    ¿Puedo ver el modelo final que hiciste?"
script|job.bayou-shrimp-tastrophe.argue.shared.showModel:2, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.bayou-shrimp-tastrophe.argue.shared.showModel:5, , , "Let me get back to you.", "Ahorita regreso"
script|job.bayou-shrimp-tastrophe.argue.shared.unrelatedModel:1, bayouSci, , "{@bayouSci}     Not quite what I'm looking for, O.", "{@bayouSci}     No es exactamente lo que busco, Oli."
script|job.bayou-shrimp-tastrophe.argue.giveUp:0, bayouSci, , "{@bayouSci}    Okay, then. But don't take too long. A lot of people are waiting on our decision.", "{@bayouSci}    Andale púes. Pero no tardes mucho. Mucha gente está esperando nuestra decisión."
script|job.bayou-shrimp-tastrophe.argue.shared.completeModel:1, bayouSci, , "{@bayouSci}    Yes, I see now. The {nameof Cyanobacteria} shade each other out and the reduction in light causes them stress and then they die.", "{@bayouSci}    Sí, ahora lo entiendo. Las {pluralnameof Cyanobacteria} se sombrean entre si, y la falta de luz les causa estrés y entonces mueren."
script|job.bayou-shrimp-tastrophe.argue.shared.completeModel:2, , , "When they die, they turn into {nameof Detritus}.", "Cuando mueren, se convierten en {nameof Detritus}."
script|job.bayou-shrimp-tastrophe.argue.shared.completeModel:3, , , "That detritus is food for the decomposers which steal oxygen from the shrimp. If only we could control the {nameof Cyanobacteria}...", "Esos detritos son alimento para los descomponedores, que roban oxígeno a los camarones. Si solo pudiéramos controlar la {nameof Cyanobacteria}..."
script|job.bayou-shrimp-tastrophe.argue.shared.completeModel:4, , , "Your work here has been nothing short of astounding, O!", "¡Tu trabajo aquí ha sido nada menos que asombroso, Oli!"
script|job.bayou-shrimp-tastrophe.argue.shared.completeModel:5, , , "Keep up the good work.", "Sigue así."
script|job.bayou-shrimp-yields.start:0, bayouSci, , "{@bayouSci}    The Shrimpers are quite upset about the lack of shrimp in the water.", "{@bayouSci}    Los Pescadores están bastante molestos por la falta de camarones en el agua."
script|job.bayou-shrimp-yields.start:1, , , "I need you to check that the populations are in fact decreasing.", "Necesito que compruebes que, definitivamente, las poblaciones están disminuyendo."
script|job.bayou-shrimp-yields.popCounted:0, guide, , "{@guide}    We've got the current populations, let's head back to {nameof @bayouSci}.", "{@guide}    Ya tenemos las poblaciones actuales, volvamos a {nameof @bayouSci}."
script|job.bayou-shrimp-yields.helpCountShrimp:0, guide, , "{@guide}    There's a bunch of shrimp around here.", "{@guide}    Hay un montón de camarones por aquí."
script|job.bayou-shrimp-yields.helpCountShrimp:2, guide, , "{@guide}    Pull out your {nameof ROVTagger} and find as many as you can!", "{@guide}    Saca tu {nameof ROVTagger} y ¡encuentra todas los que puedas!"
script|job.bayou-shrimp-yields.helpCountShrimp:4, guide, , "{@guide}    First you'll need to scan them. Then you can use your {nameof ROVTagger} to count them.", "{@guide}    Primero tendrás que escanearlos. Después puedes usar tu {nameof ROVTagger} para contarlos."
script|job.bayou-shrimp-yields.catchCountShrimp:0, guide, , "{@guide}    We need to count some shrimp in the {nameof RS-3P}.", "{@guide}    Tendremos que contar algunos camarones en la {nameof RS-3P}."
script|job.bayou-shrimp-yields.catchReportBack:0, guide, , "{@guide}    Head back to {nameof @bayouSci} in the station.", "{@guide}    Vuelve con {nameof @bayouSci} en la estación."
script|job.bayou-shrimp-yields.argue.intro:1, bayouSci, , "{@bayouSci}    So. Ollie.", "{@bayouSci}    Entonces. Oli."
script|job.bayou-shrimp-yields.argue.intro:2, , , "The last count we got was around {h}700 shrimp{/h} in the {nameof RS-3P}. Are the reports of declining shrimp accurate?", "El último recuento que obtuvimos fue de unos {h}700 camarones{/h} en la {nameof RS-3P}. ¿Están correctos los reportes sobre la disminución de camarones?"
script|job.bayou-shrimp-yields.argue.intro:3, , , "Yes.", "Sí."
script|job.bayou-shrimp-yields.argue.intro:4, , , "Not really.", "En realidad, no."
script|job.bayou-shrimp-yields.argue.reportsAccurate:3, bayouSci, , "{@bayouSci}    How many shrimp did you count? (It should be in the {h}Sites{/h} tab of {h}AQOS{/h}.)", "{@bayouSci} ¿Cuántos camarones contaste? (Debería estar en la ficha {h}Sitios{/h} del {h}AQOS{/h}.)"
script|job.bayou-shrimp-yields.argue.showClaimAccurate:1, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.bayou-shrimp-yields.argue.showClaimAccurate:4, , , "Let me get back to you.", "Ahorita regreso"
script|job.bayou-shrimp-yields.argue.unrelatedAccurate:1, bayouSci, , "{@bayouSci}     Not quite what I'm looking for, O.", "{@bayouSci}     No es exactamente lo que busco, Oli."
script|job.bayou-shrimp-yields.argue.reportsInaccurate:3, bayouSci, , "{@bayouSci}    How many shrimp did you count? (It should be in the {h}Sites{/h} tab of {h}AQOS{/h}.)", "{@bayouSci} ¿Cuántos camarones contaste? (Debería estar en la ficha {h}Sitios{/h} del {h}AQOS{/h}.)"
script|job.bayou-shrimp-yields.argue.showClaimInaccurate:1, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.bayou-shrimp-yields.argue.showClaimInaccurate:4, , , "Let me get back to you.", "Ahorita regreso"
script|job.bayou-shrimp-yields.argue.unrelatedInaccurate:1, bayouSci, , "{@bayouSci}     Not quite what I'm looking for, O.", "{@bayouSci}     No es exactamente lo que busco, Oli."
script|job.bayou-shrimp-yields.argue.completeInaccurate:0, bayouSci, , "{@bayouSci}    I think this means the shrimp population is in decline.", "{@bayouSci} Creo que esto significa que la población de camarones se está disminuyendo."
script|job.bayou-shrimp-yields.argue.completeInaccurate:1, , , "Want to revisit your claim?", "¿Quieres revisar tu reclamo?"
script|job.bayou-shrimp-yields.argue.giveUp:0, bayouSci, , "{@bayouSci}    Okay, then. But don't take too long. A lot of people are waiting on our decision.", "{@bayouSci}    Andale púes. Pero no tardes mucho. Mucha gente está esperando nuestra decisión."
script|job.bayou-shrimp-yields.argue.completeAccurate:1, bayouSci, , "{@bayouSci}    Oh, interesting. That is... unfortunate.", "{@bayouSci}    Qué interesante. Eso es... lamentable."
script|job.bayou-shrimp-yields.argue.completeAccurate:2, , , "We need to get to the bottom of why the shrimp are dying out.", "Tenemos que llegar al fondo de por qué se están extinguiendo los camarones."
script|job.bayou-shrimp-yields.argue.completeAccurate:3, , , "I'll have new jobs along this line posted shortly.", "Publicaré nuevos trabajos en esta línea."
script|job.turtle-danger.start:0, profBayou, , "{@profBayou} Here's the situation, Ollie. The {pluralnameof LoggerheadTurtle} have lived here for a long time.", "{@profBayou} Ésta es la situación, Oli. Las {pluralnameof LoggerheadTurtle} han vivido aquí por mucho tiempo."
script|job.turtle-danger.start:1, profBayou, , "{@profBayou} People are concerned that the {h}Oil Rig Reef{/h} could disrupt their ecosystem.", "{@profBayou} La gente está preocupada porque el {h}Arrecife de la Plataforma Petrolífera{/h} podría alterar su ecosistema."
script|job.turtle-danger.start:2, , , "I need to know if the turtles have any new predators.", "Necesito saber si las tortugas tienen nuevos depredadores."
script|job.turtle-danger.start:3, bayouSci, , "{@bayouSci}  Dear Lord in heaven. Are we really gonna waste the kid's time on this?", "{@bayouSci}  Ay Señor de los cielos. ¿De veras vamos a perderle el tiempo a la chica con esto?"
script|job.turtle-danger.start:4, , , "If there's even a miniscule chance that this reef will mess with our ecosystem, it's gotta go.", "Si hay una mínima posibilidad de que este arrecife estropee nuestro ecosistema, tiene que desaparecer."
script|job.turtle-danger.start:5, , , "The shrimping industry is already hurting enough.", "La industria camaronera ya está sufriendo bastante."
script|job.turtle-danger.start:6, profBayou, , "{@profBayou} I see. And what about the new, thriving ecosystem that would end up destroyed?", "{@profBayou} Ya veo. ¿Y qué hay del nuevo y floreciente ecosistema que acabaría destruido?"
script|job.turtle-danger.start:7, bayouSci, , "{@bayouSci}  Look, science ain't pretty.", "{@bayouSci}  Mira, la ciencia no es muy bella."
script|job.turtle-danger.start:8, profBayou, , "{@profBayou} ""Pretty"" has nothing to do with it.", "{@profBayou} La ""belleza"" no tiene nada que ver."
script|job.turtle-danger.start:9, , , "Ollie, please make a Food Web for Site O and report back.", "Oli, por favor, haz una Red Alimentaria para el Sitio O e infórmanos."
script|job.turtle-danger.start:11, profBayou, , "{@profBayou}\tAlso, I notice you've obtained a {h}Microscope{/h}.", "{@profBayou} Además, vi que conseguiste un {h}Microscopio{/h}."
script|job.turtle-danger.start:12, , , "That means you'll be able to detect a new organism at Site O.", "Eso significa que podrás detectar un nuevo organismo en el Sitio O."
script|job.turtle-danger.start:13, , , "Make sure to scan it and count its population, as you did for the other species.", "Asegúrate de escanearlo y contar su población, como hiciste con las demás especies."
script|job.turtle-danger.start:15, player, , "{@player} Copy that. I'll be back soon.", "{@player} Entendido. Volveré pronto."
script|job.turtle-danger.diveSite:0, player, , "{@player} Ay. It was tense in there, {nameof @guide}.", "{@player} Ay. Estuvo tenso ahí dentro, {nameof @guide}."
script|job.turtle-danger.diveSite:1, player, , "{@player} I think Harper and Silias need to touch some grass. Or kelp, or whatever.", "{@player} Creo que Harper y Silias necesitan tocar algo de hierba. O algas, o lo que sea."
script|job.turtle-danger.diveSite:2, guide, , "{@guide}  Ah. The nearest turf grass can be found approximately 32 kilometers away.", "{@guide}  Ah. La hierba más cercana se encuentra a aproximadamente 32 kilómetros."
script|job.turtle-danger.diveSite:3, guide, , "{@guide} Shall we offer them some of your mother's bull kelp cookies?", "{@guide} ¿Les ofrecemos algunas de las galletas de algas de tu madre?"
script|job.turtle-danger.diveSite:4, player, , "{@player} Never mind, V. Let's just get this job done, before those two kill each other.", "{@player} No importa, V. Acabemos este trabajo antes de que esos dos se asesinen el uno al otro."
script|job.turtle-danger.catchScanCyano:0, player, , "{@player} What should I do now, {nameof @guide}?", "{@player} ¿Qué hago ahora, {nameof @guide}?"
script|job.turtle-danger.catchScanCyano:1, guide, , "{@guide}  Scan the {nameof Cyanobacteria} at Site O. Make sure to use your {item}Microscope{/item}!", "{@guide}  Escanea la {nameof Cyanobacteria} en el Sitio O. ¡Asegúrate de usar tu {item}Microscopio{/item}!"
script|job.turtle-danger.catchCountCyano:0, player, , "{@player} So, what's next?", "{@player} ¿Y ahora qué?"
script|job.turtle-danger.catchCountCyano:1, guide, , "{@guide}    Count the {nameof Cyanobacteria} population at Site O. Make sure to use your {item}Microscope{/item} pulled out!", "{@guide}    Cuenta la población de {nameof Cyanobacteria} en el Punto O. ¡Asegúrate de utilizar tu {item}Microscopio{/item} extraído!"
script|job.turtle-danger.catchExperimentsForSiteO:0, player, , "{@player} Okay, {nameof @guide}. What now?", "{@player} Sale, {nameof @guide}. ¿Y ahora qué?"
script|job.turtle-danger.catchExperimentsForSiteO:1, guide, , "{@guide}  Use your {item}Observation Tank{/item} to find what Loggerhead Turtles eat at Site O.", "{@guide}  Utiliza tu {item}Tanque de Observación{/item} para averiguar qué comen las tortugas bobas en el Sitio O."
script|job.turtle-danger.catchVisualModelO:0, player, , "{@player} What should I do next, {nameof @guide}?", "{@player} ¿Qué hago ahora, {nameof @guide}?"
script|job.turtle-danger.catchVisualModelO:1, guide, , "{@guide}    Make a {item}Visual Model{/item} of what you discovered in the Observation Tank.", "{@guide}    Haz un {item}Modelo Visual{/item} de lo que descubriste en el Tanque de Observación."
script|job.turtle-danger.catchReportback:0, player, , "{@player} What should we do next?", "{@player} ¿Qué hacemos ahora?"
script|job.turtle-danger.catchReportback:1, guide, , "{@guide} You've completed your task. It's time to report back to {nameof profBayou}.", "{@guide} Ya acabaste tu tarea. Es hora de informar a {nameof profBayou}."
script|job.turtle-danger.argue.intro:1, profBayou, , "{@profBayou} Back already, Ollie? I'm impressed.", "{@profBayou} ¿Ya volviste, Oli? Estoy impresionada."
script|job.turtle-danger.argue.showMe:1, profBayou, , "{@profBayou} What did you observe in {h}Site O{/h}? Are the {pluralnameof LoggerheadTurtle} in danger?", "{@profBayou} ¿Qué observaste en {h}Sitio O{/h}? ¿Están en peligro las {pluralnameof LoggerheadTurtle}?"
script|job.turtle-danger.argue.showMe:2, , , "The turtles should be safe from predators.", "Las tortugas deberían estar a salvo de los depredadores."
script|job.turtle-danger.argue.showMe:3, , , "The turtles might not be safe from predators.", "Las tortugas podrían no estar a salvo de los depredadores."
script|job.turtle-danger.argue.showMe:4, , , "I might need some more time...", "Puede que necesite más tiempo..."
script|job.turtle-danger.argue.turtleSafe:1, profBayou, , "{@profBayou} Do you have a model that proves the turtles at {h}Site O{/h} are safe?", "{@profBayou} ¿Tienes un modelo que demuestre que las tortugas del {h}Sitio O{/h} están a salvo?"
script|job.turtle-danger.argue.turtleNotSafe:1, profBayou, , "{@profBayou} Do you have a model that proves the turtles at {h}Site O{/h} are in danger?", "{@profBayou} ¿Tienes un modelo que demuestre que las tortugas del {h}Sitio O{/h} están en peligro?"
script|job.turtle-danger.argue.showUnsafeClaim:2, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.turtle-danger.argue.showUnsafeClaim:5, , , "Let me get back to you.", "Ahorita regreso"
script|job.turtle-danger.argue.goodEvidenceWrongClaim:0, profBayou, , "{@profBayou} That model doesn't indicate any danger to the turtles, Ms. Ramirez.", "{@profBayou} Ese modelo no señala ningún peligro para las tortugas, señorita Ramírez."
script|job.turtle-danger.argue.goodEvidenceWrongClaim:1, , , "Let's start over.", "Empecemos de nuevo."
script|job.turtle-danger.argue.showSafeClaim:2, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.turtle-danger.argue.showSafeClaim:5, , , "Let me get back to you.", "Ahorita regreso"
script|job.turtle-danger.argue.unrelated:0, profBayou, , "{@profBayou} That's not helpful, Ms. Ramirez. Please try again.", "{@profBayou} Eso no nos ayuda, señorita Ramírez. Por favor, vuelve a intentarlo."
script|job.turtle-danger.argue.giveUp:0, profBayou, , "{@profBayou} Okay. Please get back to me as soon as you can.", "{@profBayou} De acuerdo. Por favor, contéstame tan pronto como puedas."
script|job.turtle-danger.argue.complete:1, profBayou, , "{@profBayou} Hmm. It appears the turtles aren't in danger here.", "{@profBayou}  Emm. Parece que las tortugas no corren peligro aquí."
script|job.turtle-danger.argue.complete:2, , , "But if we want to know for certain, we'll need to make a descriptive model using historic population data.", "Pero si queremos saberlo con certeza, tendremos que hacer un modelo descriptivo utilizando los datos históricos de población."
script|job.turtle-danger.argue.complete:3, profBayou, , "{@profBayou} Thank you, Ollie. Your work was adequate.", "{@profBayou} Gracias, Oli. Tu trabajo fue adecuado."
script|job.turtle-danger.argue.complete:4, player, , "{@player}    Ha. I think you and my A.I. would get along great.", "{@player} Ja. Creo que tú y mi inteligencia artificial se llevarían muy bien."
script|job.turtle-danger.argue.complete:5, profBayou, , "{@profBayou} ¿Cómo?", "{@profBayou}¿Cómo?"
script|job.turtle-danger.argue.complete:6, player, , "{@player} Oh, uh, nothing. Happy to help, Professor.", "{@player} Oh, eh, nada. Encantada de ayudar, Profe."
script|job.turtle-danger2.start:0, profBayou, , "{@profBayou}  I'm still investigating the impact of the oil rig reef on the Loggerhead Turtles.", "{@profBayou} Sigo investigando el impacto de la plataforma petrolífera del arrecife hacía las tortugas bobas."
script|job.turtle-danger2.start:1, , , "I need you to collect the historic population data for Site O...", "Necesito que obtengas los datos históricos de la población del Sitio O..."
script|job.turtle-danger2.start:2, , , "And then make a model using the historic data and your knowledge of the food web.", "Y luego crea un modelo utilizando los datos históricos y tus conocimientos sobre la red trófica."
script|job.turtle-danger2.start:3, player, , "{@player}     Oh... okay, sure.", "{@player}     Oh... vale, claro."
script|job.turtle-danger2.start:4, profBayou, , "{@profBayou}  You sound uncertain, Ollie. Something bothering you?", "{@profBayou}  Suenas insegura, Oli. ¿Te preocupa algo?"
script|job.turtle-danger2.start:5, player, , "{@player}     Well... why do we need to model what's been happening at Site O?", "{@player}     Bueno... ¿por qué necesitamos modelar lo que ha estado ocurriendo en el Sitio O?"
script|job.turtle-danger2.start:6, , , "You've been collecting data this whole time. It's all there.", "Todo el tiempo estuviste recopilando datos. Está todo ahí."
script|job.turtle-danger2.start:7, bayouSci, , "{@bayouSci}    These new scientists sure are green, huh, Professor?", "{@bayouSci}    Parece que todavía están verdes estos nuevos científicos, ¿verdad, profesor?"
script|job.turtle-danger2.start:8, bayouSci, , "{@bayouSci}   It's not just about WHAT'S happening at the ecosystem, kid. You need to work out WHY it's happening.", "{@bayouSci} No se trata sólo de LO QUE ESTÁ PASANDO en el ecosistema, chica. Tienes que averiguar POR QUÉ está ocurriendo."
script|job.turtle-danger2.start:9, , , "If your model and the real world match, that means your model is doin' what it's supposed to.", "Si tu modelo y el mundo real coinciden, significa que tu modelo está haciendo lo que se supone que debe hacer."
script|job.turtle-danger2.start:10, , , "Then we can use it to make decisions about what to do next.", "Entonces podemos usarlo para decidir qué hacer después."
script|job.turtle-danger2.start:11, profBayou, , "{@profBayou}  We? I thought you had more important things to worry about, Silias.", "{@profBayou}  ¿Podemos? Creí que tenían cosas más importantes que preocuparse, Silias."
script|job.turtle-danger2.start:12, bayouSci, , "{@bayouSci}   Oh... ah... I do, of course.", "{@bayouSci}   Oh... ah... si las tengo, por supuesto."
script|job.turtle-danger2.start:13, , , "Just couldn't stand to leave the kid hangin'. She looked so clueless.", "Simplemente no soportaba mirar la niña colgada. Parecía tan perdida..."
script|job.turtle-danger2.start:14, player, , "{@player}     Um. Thanks, Silias. I guess.", "{@player}     Um. Gracias, Silias. Supongo que sí."
script|job.turtle-danger2.modelSuggestions:2, guide, , "{@guide}    You're done with this portion! Head to the {h}Describe{/h} tab next.", "{@guide}    ¡Ya terminaste con esta parte! Dirígete a la ficha {h}Describir{/h}."
script|job.turtle-danger2.modelSuggestions:4, guide, , "{@guide}    Once you import your facts and save the Visual model, we should be good to make our Describe model!", "{@guide}    Una vez que haygas importado tus hechos y guardado el modelo Visual, ¡estaremos listos para crear nuestro Modelo de descripción!"
script|job.turtle-danger2.modelSuggestions:8, guide, , "{@guide}    Time to try out your model in the {h}Describe{/h} tab.", "{@guide}    Es hora de comprobar tu modelo en la ficha {h}Describir{/h}."
script|job.turtle-danger2.modelSuggestions:10, guide, , "{@guide}    Seems like we don't have enough information to complete our model accurately.", "{@guide}    Parece que no tenemos suficiente información para completar nuestro modelo con precisión."
script|job.turtle-danger2.modelSuggestions:11, , , "Look for {h}question marks{/h} in the  Visual model interface, those point to where we may need more data.", "Busca {h}signos de interrogación{/h} en la interfaz del modelo Visual, esos señalan dónde podemos necesitar más datos."
script|job.turtle-danger2.suggestReproduce:0, guide, , "{@guide}    Did you get all the reproduction rates?", "{@guide}    ¿Conseguiste todas las frecuencias de reproducción?"
script|job.turtle-danger2.suggestMeasure:0, guide, , "{@guide}    Using the {h}Measurement Tank{/h} to find the rates of unmeasured behaviors may help us here.", "{@guide}    Quizás nos ayude utilizar el {h}Tanque de Medidas{/h} para encontrar los índices de los comportamientos que no medimos."
script|job.turtle-danger2.suggestTurtleEat:0, guide, , "{@guide}    Maybe look into what {nameof LoggerheadTurtle} eats?", "{@guide}    ¿Quizás investiga qué come la {nameof LoggerheadTurtle}?"
script|job.turtle-danger2.suggestGrouperEat:0, guide, , "{@guide}    Maybe look into what {nameof RedGrouper} eats?", "{@guide}    ¿Quizás investiga qué come la {nameof RedGrouper}?"
script|job.turtle-danger2.suggestAngelEat:0, guide, , "{@guide}    Maybe look into what {nameof AngelFish} eats?", "{@guide}    ¿Quizás investiga qué come el {nameof AngelFish}?"
script|job.turtle-danger2.catchHistoricalData:0, player, , "{@player} What should I do now, {nameof @guide}?", "{@player} ¿Qué hago ahora, {nameof @guide}?"
script|job.turtle-danger2.catchHistoricalData:1, guide, , "{@guide}  Check your {item}AQOS{/item} to find your first task!", "{@guide}  ¡Comprueba tu {item}AQOS{/item} para encontrar tu primera tarea!"
script|job.turtle-danger2.helpProbe:0, player, , "{@player}  Okay... I'm stuck. Can you help me out, {nameof @guide}?", "{@player}  Vale... Estoy atascada. ¿Puedes ayudarme, {nameof @guide}?"
script|job.turtle-danger2.helpProbe:1, guide, , "{@guide}   Certainly, O.", "{@guide}   Por supuesto, Oli."
script|job.turtle-danger2.helpProbe:2, , , "You can collect the historic population data from Site O's {item}probe{/item}.", "Puedes recopilar los datos históricos de población de la {item}sonda{/item} del Sitio O."
script|job.turtle-danger2.backToShip:0, player, , "{@player}   What now, {nameof @guide}?", "{@player}   ¿Y ahora qué, {nameof @guide}?"
script|job.turtle-danger2.backToShip:1, guide, , "{@guide}    You need to return to the AquaLab to conduct your experiments!", "{@guide}    ¡Tienes que volver al AquaLab para hacer tus experimentos!"
script|job.turtle-danger2.catchStressRanges:0, player, , "{@player} What should we do next, {nameof @guide}?", "{@player} ¿Qué hacemos ahora, {nameof @guide}?"
script|job.turtle-danger2.catchStressRanges:1, guide, , "{@guide}  You'll need to get to the {m}Experiment Lab{m/} and investigate the {item}Stress ranges{/item} for these organisms!", "{@guide}  ¡Tendrás que ir al {m}Laboratorio de experimentos{m/} e investigar los {item}rangos de estrés{/item} de estos organismos!"
script|job.turtle-danger2.catchSyncModel:0, player, , "{@player} What should I do now, {nameof @guide}?", "{@player} ¿Qué hago ahora, {nameof @guide}?"
script|job.turtle-danger2.catchSyncModel:1, guide, , "{@guide} You need to use your Experiment Lab to obtain rules about the {h}Site O{/h} organisms.", "{@guide} Tienes que utilizar tu Laboratorio de Experimentos para obtener reglamentos sobre los organismos del {h}Sitio O{/h}."
script|job.turtle-danger2.catchSyncModel:2, , , "Then head to the {m}Modeling Lab{/m} and make a {item}Descriptive Model{/item}.", "Luego dirígete al {m}Laboratorio de Modelización{/m} y crea un {item}Modelo Descriptivo{/item}."
script|job.turtle-danger2.catchSyncModel:3, , , "Remember, the Descriptive Model should match the historic data you collected.", "Recuerda que el Modelo Descriptivo debe coincidir con los datos históricos que recopilaste."
script|job.turtle-danger2.catchSyncModel:4, , , "To find out what rules you're missing, check your {item}Visual Model{/item}.", "Para saber qué reglas te faltan, comprueba tu {item}Modelo Visual{/item}."
script|job.turtle-danger2.catchVisualize:0, player, , "{@player}   I'm sort of stuck.", "{@player} Estoy algo atascada."
script|job.turtle-danger2.catchVisualize:1, , , "Can you help me out, {nameof @guide}?", "¿Puedes ayudarme, {nameof @guide}?"
script|job.turtle-danger2.catchVisualize:2, guide, , "{@guide}    Certainly, O.", "{@guide}    Por supuesto, Oli."
script|job.turtle-danger2.catchVisualize:11, guide, , "{@guide}    You have obtained all the rules you need. Check to make sure you have all the rates from the Measurement Tank before moving on.", "{@guide}    Tienes todas las reglas que necesitas. Comprueba que tienes todas las tasas del Tanque de Medidas antes de continuar."
script|job.turtle-danger2.catchVisualize:13, guide, , "{@guide}    You are still missing some consumption rules. Perhaps you should take another look at the Observation Tank.", "{@guide}    Aún te faltan algunas reglas de consumición. Quizás deberías echar otro vistazo al Tanque de Observación."
script|job.turtle-danger2.catchVisualize:17, guide, , "{@guide}    You are still missing at least 1 reproduction rate. I would suggest consulting your Measurement Tank.", "{@guide}    Todavía te falta al menos 1 tasa de reproducción. Te sugiero que consultes tu Tanque de Medidas."
script|job.turtle-danger2.catchVisualize:18, guide, , "{@guide}    You might want to also make sure you have gotten both the stressed and unstressed rates.", "{@guide}    También deberías asegurarte de que tienes las tasas de estrés y de no estrés."
script|job.turtle-danger2.catchVisualize:22, guide, , "{@guide}    You seem to be missing some of the organisms from Site O.", "{@guide}    Parece que te faltan algunos organismos del Sitio O."
script|job.turtle-danger2.catchVisualize:24, guide, , "{@guide}    Have scanned any Angelfish yet?", "{@guide}    ¿Ya escaneaste algún Pez Ángel?"
script|job.turtle-danger2.catchVisualize:27, guide, , "{@guide}    Have you scanned the Cyanobacteria?", "{@guide}    ¿Ya escaneaste las Cianobacterias?"
script|job.turtle-danger2.catchVisualize:30, guide, , "{@guide}    Have scanned the Elkhorn Coral?", "{@guide}    ¿Ya escaneaste el Coral Cuerno de Alce?"
script|job.turtle-danger2.catchVisualize:33, guide, , "{@guide}    Have scanned any Sea Pearls yet?", "{@guide}    ¿Ya escaneaste las Perlas Marinas?"
script|job.turtle-danger2.catchVisualize:36, guide, , "{@guide}    Have you scanned the Loggerhead Turtles yet?", "{@guide}    ¿Ya escaneaste las Tortugas Bobas?"
script|job.turtle-danger2.catchVisualize:39, guide, , "{@guide}    Have you scanned the Red Grouper?", "{@guide}    ¿Ya escaneaste la Cherna Americana?"
script|job.turtle-danger2.catchReportBack:0, player, , "{@player}  What should I do now, {nameof @guide}?", "{@player}  ¿Qué debo hacer ahora, {nameof @guide}?"
script|job.turtle-danger2.catchReportBack:1, guide, , "{@guide}    Report back to {nameof profBayou}!", "{@guide}    ¡Informa a {nameof profBayou}!"
script|job.turtle-danger2.argue.intro:1, profBayou, , "{@profBayou} Okay, Ollie. I'm ready to hear your findings.", "{@profBayou} Vale, Oli. Estoy lista para que me cuentes tus conclusiones."
script|job.turtle-danger2.argue.intro:2, , , "How have the turtle populations responded to the reef?", "¿Cómo respondieron las poblaciones de tortugas hacia el arrecife?"
script|job.turtle-danger2.argue.intro:3, , , "The turtle populations are stable!", "¡Las poblaciones de tortugas están estables!"
script|job.turtle-danger2.argue.intro:4, , , "Let me get back to you.", "Ahorita regreso"
script|job.turtle-danger2.argue.turtlesSafe2:3, profBayou, , "{@profBayou} Interesting. Did you obtain a numerical model that describes the populations?", "{@profBayou} Interesante. ¿Obtuviste un modelo numérico que describa las poblaciones?"
script|job.turtle-danger2.argue.showClaim:1, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.turtle-danger2.argue.showClaim:4, , , "Let me get back to you.", "Ahorita regreso"
script|job.turtle-danger2.argue.unrelated:1, profBayou, , "{@profBayou} That's not relevant, Ms. Ramirez.", "{@profBayou} Eso no importa, señorita Ramírez."
script|job.turtle-danger2.argue.giveUp:0, profBayou, , "{@profBayou} Hmmm. Well, don't take too long. A lot is riding on this.", "{@profBayou}Hmmm. Bien, no tardes mucho. Hay demasiado en juego."
script|job.turtle-danger2.argue.complete:1, profBayou, , "{@profBayou}   The turtles do seem to be maintaining their populations.", "{@profBayou}   Parece que se mantienen bien las poblaciones de tortugas."
script|job.turtle-danger2.argue.complete:2, bayouSci, , "{@bayouSci}    Huh. I gotta say, that's not what I expected.", "{@bayouSci} Eh. Tengo que admitir que no es lo que esperaba."
script|job.turtle-danger2.argue.complete:3, player, , "{@player}      So... this is a good thing, right? The reef isn't hurting anyone?", "{@player} Entonces... esto es bueno, ¿no? ¿El arrecife no está haciendo daño a nadie?"
script|job.turtle-danger2.argue.complete:4, profBayou, , "{@profBayou}   I still don't have enough data to make that conclusion.", "{@profBayou} Aún no tengo datos suficientes para llegar a esa conclusión."
script|job.turtle-danger2.argue.complete:5, bayouSci, , "{@bayouSci}    Oh, come ON...", "{@bayouSci}    Por FAVOR..."
script|job.turtle-danger2.argue.complete:6, profBayou, , "{@profBayou}   We'll need a higher accuracy rating if we want to make predictions based on this model.", "{@profBayou}   Necesitaremos un índice más preciso si queremos hacer predicciones con este modelo."
script|job.turtle-danger2.argue.complete:7, , , "Let me know when you have time for another job, Ollie. We'll keep working.", "Avísame cuando tengas tiempo para otro trabajo, Oli. Seguiremos trabajando."
script|job.turtle-danger2.argue.complete:8, , , "Nice work out there.", "Buen trabajo allá fuera."
script|job.coral-casting-shade.start:0, profCoral, , "{@profCoral}\tThank you, Ollie. I'm becoming extremely concerned about Site R.", "{@profCoral}\tGracias, Oli. Me estoy preocupando mucho por el Sitio R."
script|job.coral-casting-shade.start:1, player, , "{@player}\t\tHow can I help, {nameof @profCoral}?", "{@player}\t\t¿Cómo puedo ayudarlo, {nameof @profCoral}?"
